Order ID,customer_id,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating,Month,Year,Profit (INR),Discount %,Customer Segment,Region
ORD00404,C0010,Smartwatch,Electronics,25035.46,2,50070.92,2024-04-15,Debit Card,4.5,April,2024,10014.184,14,Retail,South
ORD00405,C0085,Sneakers,Clothing,30156.36,5,150781.8,2025-01-06,UPI,4.4,January,2025,30156.36,6,Wholesale,East
ORD00406,C0242,Jacket,Clothing,42189.9,1,42189.9,2025-01-12,Credit Card,3.4,January,2025,8437.980000000001,30,Retail,East
ORD00407,C0272,Jeans,Clothing,41122.81,2,82245.62,2024-12-10,Net Banking,4.8,December,2024,16449.124,21,Wholesale,North
ORD00408,C0106,T-Shirt,Clothing,21705.78,1,21705.78,2024-10-05,COD,1.1,October,2024,4341.156,12,Online,East
ORD00409,C0053,Headphones,Electronics,28391.65,3,85174.95,2024-12-11,Debit Card,2.5,December,2024,17034.99,5,Online,West
ORD00410,C0201,Mixer Grinder,Home & Kitchen,40031.86,2,80063.72,2024-12-16,COD,1.9,December,2024,16012.744,13,Wholesale,North
ORD00411,C0292,Mixer Grinder,Home & Kitchen,41248.02,4,164992.08,2025-01-12,Credit Card,2.6,January,2025,32998.416,15,Online,North
ORD00412,C0015,Shampoo,Beauty,35325.38,2,70650.76,2024-05-18,UPI,4.1,May,2024,14130.152,26,Wholesale,North
ORD00413,C0144,Mixer Grinder,Home & Kitchen,45866.22,1,45866.22,2024-12-09,COD,3.9,December,2024,9173.244,20,Online,North
ORD00414,C0275,Dress,Clothing,42975.36,4,171901.44,2024-08-18,COD,3.3,August,2024,34380.288,11,Retail,West
ORD00415,C0008,Tablet,Electronics,7532.86,5,37664.3,2025-02-07,UPI,1.5,February,2025,7532.860000000001,14,Online,North
ORD00416,C0089,Face Cream,Beauty,39931.75,4,159727.0,2024-04-19,Credit Card,2.4,April,2024,31945.4,27,Retail,East
ORD00417,C0169,Headphones,Electronics,20760.44,4,83041.76,2024-03-10,COD,2.4,March,2024,16608.352,30,Online,West
ORD00418,C0083,T-Shirt,Clothing,29466.3,5,147331.5,2024-07-23,Net Banking,1.3,July,2024,29466.300000000003,7,Retail,South
ORD00419,C0156,Face Cream,Beauty,756.85,3,2270.55,2024-11-04,UPI,4.8,November,2024,454.11000000000007,22,Online,South
ORD00420,C0132,Smartwatch,Electronics,43711.45,4,174845.8,2024-06-27,Wallet,4.5,June,2024,34969.16,29,Retail,East
ORD00421,C0289,Comic Book,Books,1134.78,2,2269.56,2024-06-09,Debit Card,3.9,June,2024,453.912,28,Wholesale,East
ORD00422,C0046,Sofa Cover,Home & Kitchen,6859.0,3,20577.0,2024-10-05,Net Banking,1.6,October,2024,4115.400000000001,17,Wholesale,West
ORD00423,C0161,Self-Help Book,Books,28818.74,3,86456.22,2024-06-27,Debit Card,1.4,June,2024,17291.244000000002,30,Retail,South
ORD00424,C0207,Laptop,Electronics,25233.95,4,100935.8,2024-10-25,COD,4.1,October,2024,20187.160000000003,11,Online,South
ORD00425,C0119,Educational Book,Books,28577.34,1,28577.34,2024-08-20,UPI,2.7,August,2024,5715.468000000001,29,Retail,South
ORD00426,C0047,Bedsheet,Home & Kitchen,7322.87,3,21968.61,2024-02-22,COD,5.0,February,2024,4393.722000000001,8,Online,South
ORD00427,C0184,Fiction Novel,Books,25144.48,4,100577.92,2024-05-05,Net Banking,1.3,May,2024,20115.584000000003,17,Wholesale,South
ORD00428,C0035,Mixer Grinder,Home & Kitchen,16289.17,5,81445.85,2024-11-14,Net Banking,2.6,November,2024,16289.170000000002,24,Online,North
ORD00429,C0076,Comic Book,Books,24973.13,3,74919.39,2024-12-08,Debit Card,3.2,December,2024,14983.878,5,Wholesale,East
ORD00430,C0194,Cookware Set,Home & Kitchen,5804.38,2,11608.76,2024-05-16,COD,2.2,May,2024,2321.752,12,Online,North
ORD00431,C0057,Jeans,Clothing,43502.85,1,43502.85,2024-03-13,Net Banking,4.2,March,2024,8700.57,18,Online,South
ORD00432,C0007,Smartphone,Electronics,46770.01,5,233850.05,2024-04-10,Net Banking,2.9,April,2024,46770.01,20,Online,West
ORD00433,C0261,Laptop,Electronics,38160.98,2,76321.96,2024-03-31,Debit Card,4.0,March,2024,15264.392000000002,18,Retail,West
ORD00434,C0148,Headphones,Electronics,14797.27,2,29594.54,2025-01-25,UPI,3.4,January,2025,5918.908,16,Retail,South
ORD00435,C0247,Shampoo,Beauty,16951.57,5,84757.85,2024-03-28,Wallet,2.0,March,2024,16951.570000000003,23,Wholesale,South
ORD00436,C0176,Smartphone,Electronics,20087.65,2,40175.3,2024-10-27,Wallet,2.7,October,2024,8035.060000000001,27,Wholesale,West
ORD00437,C0057,Face Cream,Beauty,45544.54,4,182178.16,2024-04-23,COD,3.0,April,2024,36435.632000000005,19,Retail,North
ORD00438,C0036,Shampoo,Beauty,4986.9,1,4986.9,2024-12-23,COD,4.4,December,2024,997.38,6,Wholesale,North
ORD00439,C0267,Bedsheet,Home & Kitchen,37890.56,1,37890.56,2024-06-30,COD,2.4,June,2024,7578.112,6,Retail,South
ORD00440,C0158,Tablet,Electronics,26947.54,2,53895.08,2024-06-05,Net Banking,4.1,June,2024,10779.016,27,Online,North
ORD00441,C0201,Headphones,Electronics,16929.74,3,50789.22,2024-03-17,Wallet,1.5,March,2024,10157.844,26,Wholesale,West
ORD00442,C0206,Smartphone,Electronics,30310.92,3,90932.76,2024-04-20,UPI,3.5,April,2024,18186.552,23,Wholesale,North
ORD00443,C0232,Educational Book,Books,33643.5,5,168217.5,2024-06-16,UPI,4.2,June,2024,33643.5,29,Retail,South
ORD00444,C0138,Cookbook,Books,27847.81,3,83543.43,2024-09-16,Net Banking,4.3,September,2024,16708.685999999998,30,Wholesale,West
ORD00445,C0065,Educational Book,Books,19055.03,3,57165.09,2024-08-25,Credit Card,4.3,August,2024,11433.018,26,Wholesale,North
ORD00446,C0264,Self-Help Book,Books,24012.7,1,24012.7,2024-11-26,Credit Card,4.8,November,2024,4802.54,30,Online,East
ORD00447,C0059,Sneakers,Clothing,8182.19,2,16364.38,2024-08-04,COD,4.2,August,2024,3272.876,30,Wholesale,West
ORD00448,C0116,Hair Dryer,Beauty,35810.63,4,143242.52,2024-04-06,UPI,1.2,April,2024,28648.504,26,Online,West
ORD00449,C0039,T-Shirt,Clothing,23433.86,1,23433.86,2024-08-17,COD,3.8,August,2024,4686.772,21,Retail,East
ORD00450,C0161,Tablet,Electronics,42946.11,4,171784.44,2024-08-31,UPI,3.2,August,2024,34356.888,24,Wholesale,East
ORD00451,C0285,Sneakers,Clothing,3995.44,4,15981.76,2024-05-26,Debit Card,4.0,May,2024,3196.3520000000003,14,Online,West
ORD00452,C0026,Face Cream,Beauty,38728.75,1,38728.75,2024-10-05,Wallet,4.0,October,2024,7745.75,10,Retail,East
ORD00453,C0086,Jacket,Clothing,46205.47,3,138616.41,2024-09-07,Credit Card,2.7,September,2024,27723.282000000003,19,Wholesale,South
ORD00454,C0236,Jeans,Clothing,7631.48,3,22894.44,2024-07-18,Debit Card,3.0,July,2024,4578.888,26,Retail,South
ORD00455,C0055,Comic Book,Books,4581.73,4,18326.92,2024-05-24,Credit Card,3.4,May,2024,3665.384,15,Wholesale,South
ORD00456,C0148,Tablet,Electronics,9761.64,3,29284.92,2024-08-27,Wallet,2.5,August,2024,5856.984,9,Retail,West
ORD00457,C0160,Hair Dryer,Beauty,1582.84,3,4748.52,2024-09-10,Debit Card,2.9,September,2024,949.7040000000002,5,Retail,East
ORD00458,C0300,Laptop,Electronics,8902.26,5,44511.3,2025-01-08,Debit Card,2.4,January,2025,8902.26,12,Online,East
ORD00459,C0069,Sofa Cover,Home & Kitchen,1549.63,1,1549.63,2024-11-27,COD,3.0,November,2024,309.92600000000004,25,Retail,North
ORD00460,C0283,Educational Book,Books,23520.5,5,117602.5,2024-04-26,Debit Card,1.2,April,2024,23520.5,16,Wholesale,North
ORD00461,C0052,Face Cream,Beauty,18729.61,1,18729.61,2024-04-03,COD,1.0,April,2024,3745.922000000001,16,Wholesale,East
ORD00462,C0115,Self-Help Book,Books,18085.73,3,54257.19,2024-07-12,Net Banking,4.1,July,2024,10851.438000000002,9,Online,East
ORD00463,C0250,Lipstick,Beauty,29844.59,3,89533.77,2024-06-28,Credit Card,3.9,June,2024,17906.754,11,Wholesale,East
ORD00464,C0173,Tablet,Electronics,12964.52,2,25929.04,2024-11-23,Wallet,2.7,November,2024,5185.808000000001,8,Wholesale,West
ORD00465,C0288,Tablet,Electronics,43431.64,5,217158.2,2024-06-20,Credit Card,4.4,June,2024,43431.64000000001,10,Wholesale,East
ORD00466,C0263,Smartwatch,Electronics,31005.06,4,124020.24,2024-07-22,Net Banking,4.0,July,2024,24804.048000000003,17,Retail,North
ORD00467,C0068,Face Cream,Beauty,16010.24,3,48030.72,2024-11-21,Net Banking,1.6,November,2024,9606.144,24,Retail,West
ORD00468,C0068,Headphones,Electronics,18451.91,5,92259.55,2024-09-12,UPI,4.9,September,2024,18451.91,19,Wholesale,East
ORD00469,C0175,Smartwatch,Electronics,31793.09,4,127172.36,2024-02-19,COD,4.8,February,2024,25434.472,7,Online,North
ORD00470,C0159,T-Shirt,Clothing,36666.62,4,146666.48,2024-09-28,Net Banking,2.1,September,2024,29333.296,27,Retail,West
ORD00471,C0178,Smartphone,Electronics,38681.26,1,38681.26,2024-07-17,COD,2.0,July,2024,7736.252,12,Online,East
ORD00472,C0262,Cookware Set,Home & Kitchen,29493.06,3,88479.18,2024-07-24,Credit Card,4.2,July,2024,17695.836,24,Wholesale,East
ORD00473,C0019,Bedsheet,Home & Kitchen,30009.2,2,60018.4,2024-06-13,Debit Card,3.0,June,2024,12003.68,20,Wholesale,East
ORD00474,C0284,T-Shirt,Clothing,23089.32,2,46178.64,2024-09-29,Net Banking,3.1,September,2024,9235.728,17,Retail,West
ORD00475,C0236,Sofa Cover,Home & Kitchen,32460.13,4,129840.52,2024-04-28,Credit Card,3.7,April,2024,25968.104000000003,22,Wholesale,North
ORD00476,C0250,Smartwatch,Electronics,29509.14,3,88527.42,2024-12-15,Net Banking,4.1,December,2024,17705.484,14,Retail,North
ORD00477,C0232,Educational Book,Books,5528.69,3,16586.07,2024-09-11,Debit Card,4.2,September,2024,3317.214,23,Wholesale,South
ORD00478,C0116,Fiction Novel,Books,11864.67,5,59323.35,2024-09-13,Net Banking,2.8,September,2024,11864.67,21,Wholesale,East
ORD00479,C0058,Sofa Cover,Home & Kitchen,14273.74,2,28547.48,2024-12-19,Net Banking,3.8,December,2024,5709.496,28,Retail,South
ORD00480,C0222,Educational Book,Books,26806.06,3,80418.18,2024-07-19,Wallet,4.3,July,2024,16083.636,23,Retail,South
ORD00481,C0267,Jacket,Clothing,18757.07,4,75028.28,2024-11-16,UPI,4.2,November,2024,15005.656,30,Retail,North
ORD00482,C0097,Self-Help Book,Books,19661.09,4,78644.36,2024-06-01,Net Banking,2.5,June,2024,15728.872,27,Wholesale,West
ORD00483,C0094,Self-Help Book,Books,27434.25,1,27434.25,2024-03-02,COD,3.8,March,2024,5486.85,30,Wholesale,West
ORD00484,C0104,Educational Book,Books,6322.42,4,25289.68,2024-08-30,UPI,4.0,August,2024,5057.936000000001,9,Online,North
ORD00485,C0242,Comic Book,Books,4316.82,2,8633.64,2024-05-02,Credit Card,3.6,May,2024,1726.728,30,Retail,West
ORD00486,C0267,Dress,Clothing,45426.39,4,181705.56,2024-10-31,Net Banking,2.8,October,2024,36341.112,25,Wholesale,South
ORD00487,C0252,Laptop,Electronics,14971.45,3,44914.35,2024-06-02,UPI,4.5,June,2024,8982.87,27,Wholesale,East
ORD00488,C0092,Bedsheet,Home & Kitchen,12245.12,2,24490.24,2024-08-27,COD,4.5,August,2024,4898.048000000001,13,Retail,North
ORD00489,C0070,Cookbook,Books,48405.89,4,193623.56,2024-03-31,Wallet,4.9,March,2024,38724.712,16,Online,East
ORD00490,C0290,Hair Dryer,Beauty,12757.67,5,63788.35,2024-11-19,UPI,3.3,November,2024,12757.67,25,Retail,West
ORD00491,C0030,Dress,Clothing,33071.09,2,66142.18,2024-10-05,COD,3.5,October,2024,13228.436,5,Online,East
ORD00492,C0094,Hair Dryer,Beauty,4869.56,1,4869.56,2024-04-04,UPI,1.9,April,2024,973.912,30,Wholesale,West
ORD00493,C0051,T-Shirt,Clothing,45127.31,4,180509.24,2025-01-15,COD,4.2,January,2025,36101.848,30,Online,West
ORD00494,C0274,Bedsheet,Home & Kitchen,8867.72,1,8867.72,2024-10-01,Net Banking,4.3,October,2024,1773.544,5,Wholesale,South
ORD00495,C0187,Cookware Set,Home & Kitchen,31749.94,1,31749.94,2024-05-25,COD,3.1,May,2024,6349.988,19,Retail,West
ORD00496,C0037,Shampoo,Beauty,40944.77,2,81889.54,2024-11-03,Credit Card,2.9,November,2024,16377.908,6,Retail,South
ORD00497,C0278,Table Lamp,Home & Kitchen,20859.61,4,83438.44,2024-04-24,Wallet,4.9,April,2024,16687.688000000002,26,Retail,South
ORD00498,C0235,Educational Book,Books,6884.74,5,34423.7,2024-08-12,Net Banking,1.4,August,2024,6884.74,20,Online,South
ORD00499,C0064,Jeans,Clothing,40238.5,3,120715.5,2024-07-21,Wallet,3.9,July,2024,24143.1,29,Wholesale,North
ORD00500,C0151,Smartphone,Electronics,10422.28,5,52111.4,2024-06-26,Net Banking,3.5,June,2024,10422.28,12,Retail,North
ORD00501,C0125,Self-Help Book,Books,13862.56,1,13862.56,2024-12-31,Wallet,1.6,December,2024,2772.512,17,Retail,West
ORD00502,C0034,Face Cream,Beauty,35911.22,4,143644.88,2024-09-12,Credit Card,4.1,September,2024,28728.976,25,Wholesale,South
ORD00503,C0029,Jacket,Clothing,16523.69,3,49571.07,2024-08-17,Credit Card,2.8,August,2024,9914.214,5,Retail,North
ORD00504,C0083,Lipstick,Beauty,6566.03,5,32830.15,2024-04-20,COD,2.6,April,2024,6566.030000000001,20,Wholesale,South
ORD00505,C0199,Bedsheet,Home & Kitchen,18799.05,3,56397.15,2025-02-01,UPI,4.3,February,2025,11279.43,11,Wholesale,East
ORD00506,C0100,Headphones,Electronics,8436.71,5,42183.55,2024-04-13,Wallet,4.9,April,2024,8436.710000000001,9,Wholesale,East
ORD00507,C0036,Cookware Set,Home & Kitchen,19380.5,4,77522.0,2024-06-23,UPI,3.3,June,2024,15504.4,26,Wholesale,East
ORD00508,C0046,Lipstick,Beauty,20228.05,3,60684.15,2025-02-01,UPI,1.2,February,2025,12136.830000000002,27,Wholesale,West
ORD00509,C0196,Laptop,Electronics,28606.86,5,143034.3,2024-08-16,UPI,4.8,August,2024,28606.86,7,Online,South
ORD00510,C0197,Fiction Novel,Books,16803.76,4,67215.04,2024-05-26,Wallet,4.0,May,2024,13443.008,16,Retail,East
ORD00511,C0215,Face Cream,Beauty,18093.34,5,90466.7,2025-01-21,Credit Card,4.2,January,2025,18093.34,30,Online,North
ORD00512,C0142,Tablet,Electronics,31737.13,5,158685.65,2024-04-12,Net Banking,4.0,April,2024,31737.13,20,Retail,East
ORD00513,C0050,Lipstick,Beauty,49861.17,3,149583.51,2024-09-24,UPI,2.5,September,2024,29916.702000000005,23,Online,East
ORD00514,C0100,Educational Book,Books,21233.35,1,21233.35,2024-09-02,COD,1.7,September,2024,4246.67,9,Wholesale,East
ORD00515,C0152,Sofa Cover,Home & Kitchen,776.91,5,3884.55,2024-07-16,COD,4.2,July,2024,776.9100000000001,26,Retail,West
ORD00516,C0036,Lipstick,Beauty,25542.71,1,25542.71,2024-12-14,UPI,2.2,December,2024,5108.542,29,Retail,North
ORD00517,C0075,Sneakers,Clothing,10818.28,5,54091.4,2024-07-22,UPI,1.6,July,2024,10818.28,18,Online,South
ORD00518,C0034,Tablet,Electronics,45801.19,5,229005.95,2024-10-24,Credit Card,2.4,October,2024,45801.19,9,Online,North
ORD00519,C0112,Face Cream,Beauty,6963.56,2,13927.12,2024-12-06,Debit Card,3.3,December,2024,2785.4240000000004,19,Retail,South
ORD00520,C0280,Smartphone,Electronics,37082.11,1,37082.11,2024-06-12,UPI,4.4,June,2024,7416.422,21,Online,West
ORD00521,C0052,Cookbook,Books,6842.69,1,6842.69,2024-06-04,UPI,3.6,June,2024,1368.538,18,Online,West
ORD00522,C0057,Perfume,Beauty,7283.96,1,7283.96,2024-04-08,COD,2.0,April,2024,1456.792,24,Online,West
ORD00523,C0036,Cookware Set,Home & Kitchen,218.58,5,1092.9,2024-04-20,Wallet,4.8,April,2024,218.58000000000004,9,Wholesale,West
ORD00524,C0224,Laptop,Electronics,38689.7,3,116069.1,2024-09-28,Debit Card,1.9,September,2024,23213.820000000003,16,Wholesale,South
ORD00525,C0048,Table Lamp,Home & Kitchen,8863.97,2,17727.94,2024-09-26,UPI,4.5,September,2024,3545.588,20,Online,East
ORD00526,C0050,Sneakers,Clothing,12472.17,5,62360.85,2024-04-23,UPI,1.9,April,2024,12472.17,30,Online,South
ORD00527,C0096,Jeans,Clothing,8734.44,1,8734.44,2024-10-26,Debit Card,2.5,October,2024,1746.888,30,Wholesale,North
ORD00528,C0279,Perfume,Beauty,32422.04,5,162110.2,2024-02-18,Net Banking,1.9,February,2024,32422.040000000005,20,Wholesale,West
ORD00529,C0170,Laptop,Electronics,45532.34,5,227661.7,2024-04-28,Credit Card,3.6,April,2024,45532.34,25,Retail,West
ORD00530,C0139,Face Cream,Beauty,22534.8,4,90139.2,2024-08-30,COD,1.4,August,2024,18027.84,11,Retail,North
ORD00531,C0241,Self-Help Book,Books,26058.55,1,26058.55,2024-10-28,UPI,2.0,October,2024,5211.71,8,Wholesale,South
ORD00532,C0062,Bedsheet,Home & Kitchen,13348.84,2,26697.68,2024-07-27,COD,4.2,July,2024,5339.536,5,Online,East
ORD00533,C0225,Table Lamp,Home & Kitchen,46792.3,1,46792.3,2024-06-16,Credit Card,4.9,June,2024,9358.46,9,Online,East
ORD00534,C0288,Sofa Cover,Home & Kitchen,15764.25,4,63057.0,2024-05-12,COD,4.0,May,2024,12611.4,27,Online,North
ORD00535,C0262,Smartwatch,Electronics,45019.0,5,225095.0,2025-01-07,COD,4.7,January,2025,45019.0,30,Online,East
ORD00536,C0241,Dress,Clothing,42794.4,4,171177.6,2024-06-25,COD,4.6,June,2024,34235.520000000004,14,Retail,South
ORD00537,C0021,Educational Book,Books,492.53,1,492.53,2024-04-15,Credit Card,4.4,April,2024,98.506,26,Wholesale,South
ORD00538,C0121,Sofa Cover,Home & Kitchen,30721.51,4,122886.04,2024-07-28,Wallet,3.4,July,2024,24577.208,9,Online,North
ORD00539,C0078,Cookware Set,Home & Kitchen,17162.64,3,51487.92,2024-07-12,COD,4.7,July,2024,10297.584,8,Retail,South
ORD00540,C0240,Cookbook,Books,45888.54,3,137665.62,2024-04-08,Credit Card,2.0,April,2024,27533.124,6,Online,West
ORD00541,C0102,Table Lamp,Home & Kitchen,49052.43,3,147157.29,2024-12-02,Debit Card,4.5,December,2024,29431.458,24,Wholesale,North
ORD00542,C0135,Sofa Cover,Home & Kitchen,2435.97,1,2435.97,2024-03-30,Credit Card,2.3,March,2024,487.194,14,Retail,South
ORD00543,C0015,Table Lamp,Home & Kitchen,48128.02,4,192512.08,2024-05-13,Wallet,3.2,May,2024,38502.416,30,Wholesale,North
ORD00544,C0189,Perfume,Beauty,47111.56,5,235557.8,2024-04-30,UPI,2.9,April,2024,47111.56,23,Wholesale,East
ORD00545,C0186,Educational Book,Books,8091.3,5,40456.5,2024-08-14,Credit Card,2.0,August,2024,8091.3,30,Retail,South
ORD00546,C0172,Bedsheet,Home & Kitchen,43217.1,5,216085.5,2024-12-18,Debit Card,2.6,December,2024,43217.100000000006,5,Retail,West
ORD00547,C0183,Jacket,Clothing,35592.76,2,71185.52,2024-05-06,Debit Card,4.6,May,2024,14237.104,28,Retail,South
ORD00548,C0090,Hair Dryer,Beauty,9534.89,5,47674.45,2024-07-14,Net Banking,4.2,July,2024,9534.89,9,Retail,North
ORD00549,C0235,Shampoo,Beauty,46990.87,4,187963.48,2024-04-02,COD,1.7,April,2024,37592.696,17,Retail,North
ORD00550,C0292,Table Lamp,Home & Kitchen,31137.03,5,155685.15,2024-12-29,Credit Card,2.6,December,2024,31137.03,8,Retail,South
ORD00551,C0078,Laptop,Electronics,35821.16,4,143284.64,2025-02-07,Debit Card,2.1,February,2025,28656.928000000004,20,Retail,West
ORD00552,C0045,Shampoo,Beauty,28156.95,5,140784.75,2024-05-06,UPI,2.7,May,2024,28156.95,28,Online,West
ORD00553,C0282,Lipstick,Beauty,9335.19,2,18670.38,2024-11-28,COD,3.9,November,2024,3734.076000000001,20,Wholesale,West
ORD00554,C0122,T-Shirt,Clothing,25114.77,2,50229.54,2024-08-07,COD,3.6,August,2024,10045.908,27,Retail,North
ORD00555,C0158,Lipstick,Beauty,19961.03,3,59883.09,2024-11-28,Credit Card,2.9,November,2024,11976.618,6,Online,South
ORD00556,C0208,Laptop,Electronics,38488.04,2,76976.08,2024-08-04,UPI,1.1,August,2024,15395.216,21,Online,East
ORD00557,C0265,Perfume,Beauty,20202.56,5,101012.8,2024-05-17,Credit Card,3.6,May,2024,20202.56,24,Online,North
ORD00558,C0210,Headphones,Electronics,39008.37,3,117025.11,2024-09-21,Net Banking,2.2,September,2024,23405.022,28,Wholesale,West
ORD00559,C0243,Perfume,Beauty,9946.27,1,9946.27,2024-12-19,Credit Card,1.1,December,2024,1989.254,16,Retail,South
ORD00560,C0288,T-Shirt,Clothing,7994.76,5,39973.8,2024-09-23,Debit Card,1.5,September,2024,7994.760000000001,22,Online,West
ORD00561,C0118,Cookware Set,Home & Kitchen,6341.62,3,19024.86,2024-12-06,Credit Card,4.4,December,2024,3804.972,7,Wholesale,East
ORD00562,C0197,Jeans,Clothing,37503.57,4,150014.28,2024-04-03,COD,1.8,April,2024,30002.856,5,Wholesale,West
ORD00563,C0292,Fiction Novel,Books,36760.35,1,36760.35,2024-08-27,Credit Card,1.5,August,2024,7352.07,5,Wholesale,West
ORD00564,C0174,Jacket,Clothing,38023.86,5,190119.3,2024-07-22,Credit Card,2.1,July,2024,38023.86,23,Online,East
ORD00565,C0154,Dress,Clothing,17983.34,1,17983.34,2024-02-20,COD,1.5,February,2024,3596.668,15,Retail,South
ORD00566,C0162,Bedsheet,Home & Kitchen,25457.34,5,127286.7,2024-05-11,UPI,4.3,May,2024,25457.34,9,Online,North
ORD00567,C0057,Self-Help Book,Books,26220.67,4,104882.68,2024-04-30,Net Banking,3.3,April,2024,20976.536,16,Online,South
ORD00568,C0252,Educational Book,Books,48670.07,1,48670.07,2025-02-01,UPI,4.2,February,2025,9734.014,7,Retail,East
ORD00569,C0070,Smartphone,Electronics,12197.36,5,60986.8,2025-01-10,Debit Card,3.5,January,2025,12197.36,5,Retail,West
ORD00570,C0215,Tablet,Electronics,14488.22,4,57952.88,2024-12-25,Net Banking,2.7,December,2024,11590.576,5,Retail,South
ORD00571,C0247,Table Lamp,Home & Kitchen,33547.94,2,67095.88,2025-01-15,Net Banking,1.1,January,2025,13419.176,12,Wholesale,North
ORD00572,C0290,Sneakers,Clothing,4800.26,5,24001.3,2024-03-23,UPI,2.2,March,2024,4800.26,14,Retail,East
ORD00573,C0130,Cookware Set,Home & Kitchen,36429.57,4,145718.28,2024-04-08,Credit Card,4.6,April,2024,29143.656000000003,15,Online,South
ORD00574,C0094,Tablet,Electronics,29775.43,4,119101.72,2024-02-17,Debit Card,4.6,February,2024,23820.344,16,Retail,North
ORD00575,C0106,Perfume,Beauty,10736.32,3,32208.96,2024-07-15,UPI,3.7,July,2024,6441.792,17,Online,East
ORD00576,C0087,Self-Help Book,Books,8005.02,5,40025.1,2024-05-10,UPI,2.5,May,2024,8005.02,16,Wholesale,North
ORD00577,C0298,Perfume,Beauty,32078.48,3,96235.44,2024-03-27,Credit Card,4.5,March,2024,19247.088,18,Online,East
ORD00578,C0049,Smartwatch,Electronics,31277.18,1,31277.18,2024-09-10,Debit Card,3.0,September,2024,6255.436000000001,6,Online,West
ORD00579,C0068,Headphones,Electronics,31094.13,1,31094.13,2024-11-03,UPI,2.7,November,2024,6218.826000000001,23,Retail,South
ORD00580,C0174,Comic Book,Books,15881.67,4,63526.68,2025-01-19,Wallet,4.3,January,2025,12705.336,22,Retail,North
ORD00581,C0203,Jacket,Clothing,16129.77,4,64519.08,2024-06-19,Debit Card,1.0,June,2024,12903.816,7,Online,East
ORD00582,C0080,Hair Dryer,Beauty,39478.69,5,197393.45,2024-11-24,Credit Card,2.7,November,2024,39478.69,27,Retail,North
ORD00583,C0296,Comic Book,Books,29635.8,3,88907.4,2025-01-16,Credit Card,1.2,January,2025,17781.48,21,Wholesale,North
ORD00584,C0089,Smartwatch,Electronics,7892.27,2,15784.54,2024-05-02,Net Banking,1.1,May,2024,3156.9080000000004,30,Wholesale,South
ORD00585,C0067,Tablet,Electronics,45112.24,3,135336.72,2024-11-13,Wallet,4.7,November,2024,27067.344,12,Retail,West
ORD00586,C0215,Jeans,Clothing,26527.78,4,106111.12,2024-02-15,Net Banking,3.7,February,2024,21222.224,30,Wholesale,North
ORD00587,C0040,Cookware Set,Home & Kitchen,37170.4,5,185852.0,2024-05-08,Debit Card,3.7,May,2024,37170.4,14,Retail,East
ORD00588,C0048,Jeans,Clothing,47535.79,5,237678.95,2024-02-15,Debit Card,1.8,February,2024,47535.79000000001,30,Online,East
ORD00589,C0230,Bedsheet,Home & Kitchen,30252.89,4,121011.56,2024-12-16,Wallet,4.1,December,2024,24202.312,6,Online,West
ORD00590,C0105,Sneakers,Clothing,3126.9,3,9380.7,2024-10-30,COD,1.9,October,2024,1876.1400000000003,23,Wholesale,East
ORD00591,C0235,Self-Help Book,Books,40295.47,3,120886.41,2024-04-29,UPI,2.8,April,2024,24177.282000000003,13,Retail,West
ORD00592,C0185,Perfume,Beauty,462.0,4,1848.0,2024-06-18,COD,3.4,June,2024,369.6,11,Retail,East
ORD00593,C0073,Lipstick,Beauty,22475.54,3,67426.62,2024-03-15,UPI,1.6,March,2024,13485.324,8,Wholesale,South
ORD00594,C0233,Headphones,Electronics,19218.55,2,38437.1,2024-09-20,Wallet,4.5,September,2024,7687.42,30,Online,North
ORD00595,C0085,Smartwatch,Electronics,31162.39,5,155811.95,2024-04-16,Credit Card,3.4,April,2024,31162.390000000003,25,Wholesale,South
ORD00596,C0080,Hair Dryer,Beauty,16017.54,1,16017.54,2024-06-15,UPI,3.5,June,2024,3203.5080000000003,22,Online,North
ORD00597,C0036,Cookware Set,Home & Kitchen,19008.81,4,76035.24,2024-07-05,COD,4.2,July,2024,15207.048000000004,17,Retail,North
ORD00598,C0071,Headphones,Electronics,22353.43,3,67060.29,2024-12-02,Debit Card,1.3,December,2024,13412.058,15,Online,North
ORD00599,C0054,Mixer Grinder,Home & Kitchen,30122.28,5,150611.4,2025-01-30,UPI,4.8,January,2025,30122.28,28,Wholesale,South
ORD00600,C0057,Tablet,Electronics,7289.72,5,36448.6,2024-05-29,Wallet,1.9,May,2024,7289.72,8,Retail,North
ORD00601,C0248,Smartwatch,Electronics,32122.43,4,128489.72,2024-02-22,COD,2.8,February,2024,25697.944000000003,29,Wholesale,South
ORD00602,C0130,Sneakers,Clothing,43852.34,3,131557.02,2024-04-24,Net Banking,4.2,April,2024,26311.404,25,Wholesale,West
ORD00603,C0179,Bedsheet,Home & Kitchen,23005.86,1,23005.86,2024-07-18,Credit Card,4.8,July,2024,4601.1720000000005,29,Online,East
ORD00604,C0260,Sneakers,Clothing,48580.6,1,48580.6,2024-10-09,UPI,3.0,October,2024,9716.12,8,Wholesale,East
ORD00605,C0125,Face Cream,Beauty,10320.87,5,51604.35,2025-02-05,Wallet,2.8,February,2025,10320.87,14,Online,North
